device_name;session_uid;url_publisher;eru_name;offset_state(i);offset_state_cmd(i);offset_commstatus(i);read_permission;write_permission
RV-CONT-A18-SM;RV-CONT-A18-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;RV-ERU;15546;18022;846;;
MM-CONT-A9-SC;MM-CONT-A9-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15524;18000;824;;
MM-CONT-A11-SC;MM-CONT-A11-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15525;18001;825;;
MM-CONT-A12-SC;MM-CONT-A12-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15526;18002;826;;
MM-CONT-A14-SC;MM-CONT-A14-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15527;18003;827;;
MM-CONT-A4-SM;MM-CONT-A4-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15528;18004;828;;
MM-CONT-A6-SM;MM-CONT-A6-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15529;18005;829;;
MM-CONT-A3-SM;MM-CONT-A3-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15530;18006;830;;
MM-CONT-A5-SM;MM-CONT-A5-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15531;18007;831;;
MM-CONT-RED-RV1;MM-CONT-RED-RV1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15532;18008;832;;
MM-CONT-RED-RV2;MM-CONT-RED-RV2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15533;18009;833;;
MM-CONT-RED-RV3;MM-CONT-RED-RV3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15534;18010;834;;
MM-CONT-AA7-SC;MM-CONT-AA7-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15535;18011;835;;
MM-CONT-AA10-SC;MM-CONT-AA10-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15536;18012;836;;
MM-CONT-AA2-SM;MM-CONT-AA2-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15537;18013;837;;
MM-CONT-AA1-SM;MM-CONT-AA1-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15538;18014;838;;
MM-CONT-AE13-SM;MM-CONT-AE13-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15539;18015;839;;
MM-CONT-AE16-SC;MM-CONT-AE16-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15540;18016;840;;
MM-CONT-AE17-SC;MM-CONT-AE17-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15541;18017;841;;
MM-CONT-AE18-SM;MM-CONT-AE18-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15542;18018;842;;
MM-CONT-A17-SC;MM-CONT-A17-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15543;18019;843;;
MM-CONT-A18-SC;MM-CONT-A18-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15544;18020;844;;
MM-CONT-A19-SM;MM-CONT-A19-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15545;18021;845;;
MM-CONT-A20-SM;MM-CONT-A20-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-ERU;15546;18022;846;;
STMI-CONT-AA1-SC;STMI-CONT-AA1-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15502;18000;802;;
STMI-CONT-AA2-SC;STMI-CONT-AA2-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15503;18001;803;;
STMI-CONT-AA6-SM;STMI-CONT-AA6-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15504;18002;804;;
STMI-CONT-AA7-SM;STMI-CONT-AA7-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15505;18003;805;;
STMI-CONT-AE5-SC;STMI-CONT-AE5-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15506;18004;806;;
STMI-CONT-AE10-SM;STMI-CONT-AE10-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15507;18005;807;;
STMI-CONT-AE11-SM;STMI-CONT-AE11-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15508;18006;808;;
STMI-CONT-AE12-SC;STMI-CONT-AE12-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15509;18007;809;;
STMI-CONT-A11;STMI-CONT-A11;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15510;18008;810;;
STMI-CONT-A12;STMI-CONT-A12;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15511;18009;811;;
STMI-CONT-A13;STMI-CONT-A13;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15512;18010;812;;
STMI-CONT-A14;STMI-CONT-A14;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15513;18011;813;;
STMI-CONT-A3-SC;STMI-CONT-A3-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15514;18012;814;;
STMI-CONT-A4-SC;STMI-CONT-A4-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15515;18013;815;;
STMI-CONT-A8-SM;STMI-CONT-A8-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15516;18014;816;;
STMI-CONT-A9-SM;STMI-CONT-A9-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-ERU;15517;18015;817;;
LQ-CONT-AA1-SC;LQ-CONT-AA1-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15597;18000;897;;
LQ-CONT-AA15-SC;LQ-CONT-AA15-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15598;18001;898;;
LQ-CONT-AA2-SC;LQ-CONT-AA2-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15599;18002;899;;
LQ-CONT-AA16-SC;LQ-CONT-AA16-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15600;18003;900;;
LQ-CONT-AA11-SM;LQ-CONT-AA11-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15601;18004;901;;
LQ-CONT-AA21-SM;LQ-CONT-AA21-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15602;18005;902;;
LQ-CONT-AA10-SM;LQ-CONT-AA10-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15603;18006;903;;
LQ-CONT-AA20-SM;LQ-CONT-AA20-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15604;18007;904;;
LQ-CONT-AE14-SM;LQ-CONT-AE14-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15605;18008;905;;
LQ-CONT-AE9-SC;LQ-CONT-AE9-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15606;18009;906;;
LQ-CONT-A29-SC;LQ-CONT-A29-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15609;18012;909;;
LQ-CONT-A30-SC;LQ-CONT-A30-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15610;18013;910;;
LQ-CONT-A31-SM;LQ-CONT-A31-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15611;18014;911;;
LQ-CONT-A32-SM;LQ-CONT-A32-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15612;18015;912;;
LQ-CONT-A3-SC;LQ-CONT-A3-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15613;18016;913;;
LQ-CONT-A5-SC;LQ-CONT-A5-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15614;18017;914;;
LQ-CONT-A4-SC;LQ-CONT-A4-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15615;18018;915;;
LQ-CONT-A6-SC;LQ-CONT-A6-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15616;18019;916;;
LQ-CONT-A12-SM;LQ-CONT-A12-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15619;18022;919;;
LQ-CONT-A22-SM;LQ-CONT-A22-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15620;18023;920;;
LQ-CONT-A33-SM;LQ-CONT-A33-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15621;18024;921;;
LQ-CONT-A34-SM;LQ-CONT-A34-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15622;18025;922;;
LQ-CONT-A35-SM;LQ-CONT-A35-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15623;18026;923;;
LQ-CONT-A36-SM;LQ-CONT-A36-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;LQ-ERU;15624;18027;924;;
CH-CONT-A3-SC;CH-CONT-A3-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15580;18000;880;;
CH-CONT-A4-SC;CH-CONT-A4-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15581;18001;881;;
CH-CONT-A6-SC;CH-CONT-A6-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15582;18002;882;;
CH-CONT-A5-SC;CH-CONT-A5-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15583;18003;883;;
CH-CONT-A7-SC;CH-CONT-A7-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15584;18004;884;;
CH-CONT-A8-SC;CH-CONT-A8-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15585;18005;885;;
CH-CONT-A14-SM;CH-CONT-A14-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15586;18006;886;;
CH-CONT-A16-SM;CH-CONT-A16-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15587;18007;887;;
CH-CONT-A18-SM;CH-CONT-A18-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15588;18008;888;;
CH-CONT-A11-SM;CH-CONT-A11-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15589;18009;889;;
CH-CONT-A13-SM;CH-CONT-A13-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15590;18010;890;;
CH-CONT-A15-SM;CH-CONT-A15-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15591;18011;891;;
CH-CONT-AA1-SC;CH-CONT-AA1-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15592;18012;892;;
CH-CONT-AA2-SC;CH-CONT-AA2-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15593;18013;893;;
CH-CONT-AA12-SM;CH-CONT-AA12-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15594;18014;894;;
CH-CONT-AA9-SM;CH-CONT-AA9-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15595;18015;895;;
CH-CONT-AE17-SM;CH-CONT-AE17-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15597;18016;897;;
CH-CONT-AE10-SC;CH-CONT-AE10-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15596;18017;896;;
CH-CONT-A19-SC;CH-CONT-A19-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15600;18020;900;;
CH-CONT-A20-SC;CH-CONT-A20-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15601;18021;901;;
CH-CONT-A21-SM;CH-CONT-A21-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15602;18022;902;;
CH-CONT-A22-SM;CH-CONT-A22-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-ERU;15603;18023;903;;
CAS-CONT-A3-SM;CAS-CONT-A3-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15500;18000;800;;
CAS-CONT-A5-SM;CAS-CONT-A5-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15501;18001;801;;
CAS-CONT-A4-SM;CAS-CONT-A4-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15502;18002;802;;
CAS-CONT-A6-SM;CAS-CONT-A6-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15503;18003;803;;
CAS-CONT-AA10-SC;CAS-CONT-AA10-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15504;18006;804;;
CAS-CONT-AA11-SC;CAS-CONT-AA11-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15505;18007;805;;
CAS-CONT-AA1-SM;CAS-CONT-AA1-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15506;18004;806;;
CAS-CONT-AA2-SM;CAS-CONT-AA2-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15507;18005;807;;
CAS-CONT-AE14-SC;CAS-CONT-AE14-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15508;18010;808;;
CAS-CONT-AE15-SM;CAS-CONT-AE15-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15509;18011;809;;
CAS-CONT-AE9-SC;CAS-CONT-AE9-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15510;18008;810;;
CAS-CONT-AE12-SM;CAS-CONT-AE12-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15511;18009;811;;
CAS-CONT-A13-SC;CAS-CONT-A13-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15512;18012;812;;
CAS-CONT-A14-SM;CAS-CONT-A14-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15513;18013;813;;
CAS-CONT-A3-SC;CAS-CONT-A3-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15544;18014;844;;
CAS-CONT-A5-SC;CAS-CONT-A5-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15545;18015;845;;
CAS-CONT-A4-SC;CAS-CONT-A4-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15546;18016;846;;
CAS-CONT-A6-SC;CAS-CONT-A6-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15547;18017;847;;
CAS-CONT-AA1-SC;CAS-CONT-AA1-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15548;18018;848;;
CAS-CONT-AA2-SC;CAS-CONT-AA2-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15549;18019;849;;
CAS-CONT-AA10-SM;CAS-CONT-AA10-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15550;18020;850;;
CAS-CONT-AA11-SM;CAS-CONT-AA11-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15551;18021;851;;
CAS-CONT-AE9-SM;CAS-CONT-AE9-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15552;18022;852;;
CAS-CONT-AE12-SC;CAS-CONT-AE12-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15553;18023;853;;
CAS-CONT-AE14-SM;CAS-CONT-AE14-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15554;18024;854;;
CAS-CONT-AE15-SC;CAS-CONT-AE15-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15555;18025;855;;
CAS-CONT-A15-SC;CAS-CONT-A15-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15556;18026;856;;
CAS-CONT-A16-SM;CAS-CONT-A16-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CAS-ERU;15557;18027;857;;
COR-CONT-A3-SM;COR-CONT-A3-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15500;18000;800;;
COR-CONT-A5-SM;COR-CONT-A5-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15501;18001;801;;
COR-CONT-A4-SM;COR-CONT-A4-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15502;18002;802;;
COR-CONT-A6-SM;COR-CONT-A6-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15503;18003;803;;
COR-CONT-AA12-SC;COR-CONT-AA12-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15504;18004;804;;
COR-CONT-AA9-SC;COR-CONT-AA9-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15505;18005;805;;
COR-CONT-AA1-SM;COR-CONT-AA1-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15506;18006;806;;
COR-CONT-AA2-SM;COR-CONT-AA2-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15507;18007;807;;
COR-CONT-AE10-SM;COR-CONT-AE10-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15508;18008;808;;
COR-CONT-AE11-SC;COR-CONT-AE11-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15509;18009;809;;
COR-CONT-AE13-SM;COR-CONT-AE13-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15510;18010;810;;
COR-CONT-AE14-SC;COR-CONT-AE14-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15511;18011;811;;
COR-CONT-A12-SC;COR-CONT-A12-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15512;18012;812;;
COR-CONT-A13-SM;COR-CONT-A13-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15513;18013;813;;
COR-CONT-A3-SC;COR-CONT-A3-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15544;18014;844;;
COR-CONT-A5-SC;COR-CONT-A5-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15545;18015;845;;
COR-CONT-A4-SC;COR-CONT-A4-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15546;18016;846;;
COR-CONT-A6-SC;COR-CONT-A6-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15547;18017;847;;
COR-CONT-AA1-SC;COR-CONT-AA1-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15548;18018;848;;
COR-CONT-AA2-SC;COR-CONT-AA2-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15549;18019;849;;
COR-CONT-AA12-SM;COR-CONT-AA12-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15550;18020;850;;
COR-CONT-AA9-SM;COR-CONT-AA9-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15551;18021;851;;
COR-CONT-AE10-SC;COR-CONT-AE10-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15552;18022;852;;
COR-CONT-AE11-SM;COR-CONT-AE11-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15553;18023;853;;
COR-CONT-AE13-SC;COR-CONT-AE13-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15554;18024;854;;
COR-CONT-AE14-SM;COR-CONT-AE14-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15555;18025;855;;
COR-CONT-A14-SC;COR-CONT-A14-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15556;18026;856;;
COR-CONT-A15-SM;COR-CONT-A15-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-ERU;15557;18027;857;;
EST-CONT-A3-SC;EST-CONT-A3-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15500;18000;800;;
EST-CONT-A4-SC;EST-CONT-A4-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15501;18001;801;;
EST-CONT-A8-SM;EST-CONT-A8-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15502;18002;802;;
EST-CONT-A7-SM;EST-CONT-A7-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15503;18003;803;;
EST-CONT-AA1-SC;EST-CONT-AA1-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15504;18004;804;;
EST-CONT-AA2-SC;EST-CONT-AA2-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15505;18005;805;;
EST-CONT-AA6-SM;EST-CONT-AA6-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15506;18006;806;;
EST-CONT-AA5-SM;EST-CONT-AA5-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15507;18007;807;;
EST-CONT-AE9-SM;EST-CONT-AE9-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15508;18008;808;;
EST-CONT-AE10-SC;EST-CONT-AE10-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15509;18009;809;;
EST-CONT-A11-SC;EST-CONT-A11-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15512;18012;812;;
EST-CONT-A12-SC;EST-CONT-A12-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15513;18013;813;;
EST-CONT-A13-SM;EST-CONT-A13-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15514;18014;814;;
EST-CONT-A14-SM;EST-CONT-A14-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;EST-ERU;15515;18015;815;;
STM2-CONT-A9-SC;STM2-CONT-A9-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STM2-ERU;15530;18000;830;;
STM2-CONT-A11-SC;STM2-CONT-A11-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STM2-ERU;15531;18001;831;;
STM2-CONT-A10-SC;STM2-CONT-A10-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STM2-ERU;15532;18002;832;;
STM2-CONT-A12-SC;STM2-CONT-A12-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STM2-ERU;15533;18003;833;;
STM2-CONT-A4-SM;STM2-CONT-A4-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STM2-ERU;15534;18004;834;;
STM2-CONT-A6-SM;STM2-CONT-A6-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STM2-ERU;15535;18005;835;;
STM2-CONT-A3-SM;STM2-CONT-A3-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STM2-ERU;15536;18006;836;;
