element_type;id;alias
2;286;S2TN-DOM-010;
2;287;S2TN-CAM-013;
2;288;S2TN-CAM-012;
2;289;ICCO-DOM-001;
2;290;S2TN-DOM-009;
2;291;S2TN-CAM-011;
2;292;S2TN-DOM-008;
2;293;S2TN-CAM-010;
2;294;S2TN-DOM-007;
2;295;S2TN-DOM-006;
2;296;S2TN-CAM-009;
2;297;S2TN-CAM-008;
2;298;S2TN-CAM-007;
2;299;IBTO-CAM-002;
2;300;S2TN-DOM-005;
2;301;SMPN-CAM-001;
2;302;SICO-CAM-001;
2;304;SICO-CAM-002;
2;305;SMPN-CAM-002;
2;306;ICNP-DOM-002;
2;307;SMPN-CAM-003;
2;308;SICO-CAM-003;
2;309;ICNP-CAM-001;
2;310;SMPN-CAM-004;
2;311;SICO-CAM-004;
2;312;ICNP-CAM-002;
2;313;SMPN-CAM-005;
2;314;ICNP-DOM-003;
2;315;ICNP-CAM-003;
2;316;SICO-DOM-001;
2;317;ICNP-CAM-004;
2;318;ICNP-CAM-005;
2;319;IVIP-DOM-001;
2;320;IVIP-CAM-001;
2;321;IVIP-CAM-002;
2;322;S2TS-CAM-001;
2;323;S2TS-DOM-001;
2;324;S2TS-CAM-002;
2;325;S2TS-CAM-003;
2;326;S2TS-DOM-002;
2;327;S2TS-CAM-004;
2;328;S2TS-CAM-005;
2;329;S2TS-DOM-003;
2;330;S2TS-CAM-006;
2;331;S2TS-CAM-007;
2;332;S2TS-DOM-004;
2;333;S2TS-CAM-008;
2;334;S2TS-CAM-009;
2;335;S2TS-DOM-005;
2;336;S2TS-CAM-010;
2;337;S2TS-CAM-011;
2;338;S2TS-CAM-012;
2;339;S2TS-DOM-006;
2;340;S2TS-DOM-007;
2;341;S2TS-CAM-013;
2;342;S2TS-CAM-014;
2;343;S2TS-DOM-008;
2;344;S2TS-CAM-016;
2;345;S2TS-CAM-018;
2;346;S2TS-DOM-009;
2;347;S2TS-CAM-020;
2;348;S2TS-CAM-022;
2;349;S2TS-CAM-023;
2;350;S2TS-DOM-010;
2;351;S2TS-CAM-024;
2;352;S2TS-CAM-025;
2;353;S2TS-DOM-011;
2;354;S2TS-CAM-026;
2;355;S2TS-CAM-027;
2;356;S2TS-DOM-012;
2;357;S2TS-CAM-028;
2;358;S2TS-CAM-029;
2;359;S2TS-DOM-013;
2;360;S2TS-CAM-030;
2;362;ICCP-DOM-001;
2;363;S2TS-CAM-031;
2;364;ICCP-CAM-001;
2;365;S2TS-DOM-014;
2;366;ICCP-CAM-002;
2;367;S2TS-CAM-032;
2;368;S2TS-DOM-015;
2;369;ICCP-CAM-003;
2;370;S2TS-CAM-033;
2;371;S2TS-CAM-034;
2;372;S2TS-DOM-016;
2;373;S2TS-CAM-035;
2;374;S2TS-CAM-036;
2;375;S2TS-DOM-017;
2;376;S2TS-CAM-037;
2;377;S2TS-CAM-038;
2;378;S2TS-DOM-018;
2;379;S2TS-CAM-039;
2;380;S2TS-CAM-040;
2;381;S2TS-DOM-019;
2;382;S2TS-CAM-041;
2;383;S2TS-CAM-042;
2;385;S2TS-CAM-043;
2;387;S2TS-DOM-022;
2;388;S2TS-CAM-044;
2;389;S2TS-CAM-045;
2;390;S2TS-CAM-046;
2;391;S2TS-DOM-023;
2;392;S2TS-CAM-047;
2;393;S2TS-DOM-024;
2;394;S2TS-CAM-048;
2;396;S2TS-CAM-049;
2;397;S2TS-DOM-026;
2;398;S2TS-CAM-050;
2;399;SBTP-CAM-001;
2;400;S2TS-CAM-051;
2;401;SBTP-CAM-002;
2;402;S2TS-DOM-027;
2;403;SBTP-DOM-001;
2;404;INKP-CAM-008;
2;405;INKP-CAM-009;
2;406;S1TS-DOM-013;
2;407;S2TN-CAM-006;
2;408;IBTO-CAM-001;
2;409;S2TN-CAM-005;
2;410;IBTO-DOM-001;
2;411;S2TN-CAM-004;
2;412;S2TN-DOM-002;
2;413;S2TN-DOM-003;
2;414;S2TN-CAM-003;
2;415;S2TN-CAM-002;
2;416;S2TN-DOM-001;
2;417;S2TN-CAM-001;
2;418;SMPN-DOM-001;
2;419;SMPN-CAM-006;
2;420;IBTO-CAM-003;
3;01;S1TS-E+P-001;
3;02;S1TS-E+P-002;
3;03;S1TS-E+P-003;
3;04;S1TN-E+P-004;
3;05;S1TN-E+P-005;
3;06;S1TN-E+P-006;
3;07;S1TS-E+P-004;
3;08;S1TS-E+P-005;
3;09;S1TS-E+P-006;
3;10;S1TN-E+P-001;
3;11;S1TN-E+P-002;
3;12;S1TN-E+P-003;
3;13;S1TS-E+P-007;
3;14;S1TS-E+P-008;
3;15;S1TS-E+P-009;
3;16;S2TN-E+P-001;
3;17;S2TN-E+P-002;
3;18;S2TN-E+P-003;
3;19;S2TN-E+P-004;
3;20;S2TN-E+P-005;
3;21;S2TN-E+P-006;
3;22;S2TN-E+P-007;
3;23;S2TN-E+P-008;
3;24;S2TN-E+P-009;
3;25;S2TN-E+P-010;
3;26;S2TN-E+P-011;
3;27;S2TN-E+P-012;
3;28;S2TN-E+P-013;
3;29;S2TN-E+P-014;
3;30;S2TN-E+P-015;
3;31;S2TN-E+P-016;
3;32;S2TN-E+P-017;
3;33;S2TN-E+P-018;
3;34;S2TN-E+P-019;
3;35;S2TN-E+P-020;
3;36;S2TN-E+P-021;
3;37;S2TN-E+P-022;
3;38;S2TN-E+P-023;
3;39;S2TN-E+P-024;
3;40;IVEN-E+P-001;
3;41;IVEN-E+P-002;
3;42;S2TS-E+P-001;
3;43;S2TS-E+P-002;
3;44;S2TS-E+P-003;
3;45;S2TS-E+P-004;
3;46;S2TS-E+P-005;
3;47;S2TS-E+P-006;
3;48;S2TS-E+P-007;
3;49;S2TS-E+P-008;
3;50;S2TS-E+P-009;
3;51;S2TS-E+P-010;
3;52;S2TS-E+P-011;
3;53;S2TS-E+P-012;
3;54;S2TS-E+P-013;
3;55;S2TS-E+P-014;
3;56;S2TS-E+P-015;
3;57;S2TS-E+P-016;
3;58;S2TS-E+P-017;
3;59;S2TS-E+P-018;
4;01;S1TS-ETD-001-SEC-1;
4;02;S1TN-ETD-002-SEC-1;
4;03;S1TS-ETD-002-SEC-1;
4;04;S1TN-ETD-001-SEC-1;
4;05;S1TS-ETD-003-SEC-1;
4;06;S2TN-ETD-004-SEC-1;
4;07;S2TN-ETD-003-SEC-1;
4;08;S2TS-ETD-004-SEC-1;
4;09;S2TN-ETD-002-SEC-1;
4;10;S2TS-ETD-005-SEC-1;
4;11;S2TN-ETD-001-SEC-1;
4;12;S2TS-ETD-006-SEC-1;
4;13;S2TN-ETD-008-SEC-1;
4;14;S2TS-ETD-001-SEC-1;
4;15;S2TN-ETD-007-SEC-1;
4;16;S2TS-ETD-002-SEC-1;
4;17;S2TN-ETD-006-SEC-1;
4;18;S2TS-ETD-003-SEC-1;
4;19;S2TN-ETD-005-SEC-1;
4;20;IVEN-ETD-001-SEC-1;
5;09;UCM-MASTER;
8;01;ICEO-BAR-001;
8;02;ICEP-BAR-001;
8;03;IVEN-BAR-001;
8;04;S1TS-BAR-001;
8;05;S1TS-BAR-002;
8;06;INKP-BAR-001;
8;07;IVIP-BAR-001;
8;08;IPRO-BAR-001;
8;09;ICCO-BAR-001;
8;10;ICCP-BAR-001;
8;11;IBTO-BAR-001;
9;1;S1TS-VCH-100A;
9;2;S1TS-VCH-100B;
9;3;S1TS-VCH-200A;
9;4;S1TS-VCH-200B;
9;5;S1TS-VCH-202A;
9;6;S1TS-VCH-202B;
9;7;S1TS-VCH-204A;
9;8;S1TS-VCH-204B;
9;9;S1TS-VCH-300A;
9;10;S1TS-VCH-300B;
9;11;SIGO-VCH-302R;
9;12;INKO-VCH-415R;
9;13;SICO-VCH-710R;
9;14;SMPN-VCH-600R;
9;15;INKO-VCH-413R;
9;16;SICO-VCH-712R;
9;17;INKO-VCH-411R;
9;18;ICNP-VCH-502R;
9;19;ICNP-VCH-504R;
9;20;ICNP-VCH-506R;
9;21;ICNP-VCH-508R;
9;22;ICNP-VCH-510R;
9;23;INKP-VCH-534R;
9;24;INKP-VCH-532R;
9;25;INKP-VCH-530R;
9;26;INKP-VCH-528R;
9;27;INKP-VCH-526R;
9;28;INKP-VCH-524R;
9;29;INKP-VCH-522R;
9;30;SVIP-VCH-407R;
9;31;IVIP-VCH-408R;
9;32;IVIP-VCH-410R;
9;33;IVIP-VCH-412R;
9;34;IVIP-VCH-414R;
9;35;S2TN-VCH-401;
9;36;S2TN-VCH-403B;
9;37;S2TN-VCH-403A;
9;38;S2TN-VCH-405B;
9;39;S2TN-VCH-405A;
9;40;S2TS-VCH-400;
9;41;S2TS-VCH-402B;
9;42;S2TS-VCH-402A;
9;43;S2TS-VCH-404B;
9;44;S2TS-VCH-404A;
9;45;IPRO-VCH-511R;
9;46;S2TS-VCH-406B;
9;47;S2TS-VCH-406A;
9;48;IPRO-VCH-507R;
9;49;S2TN-VCH-409B;
9;50;S2TN-VCH-409A;
9;51;S2TS-VCH-416B;
9;52;S2TS-VCH-416A;
9;53;S2TS-VCH-500;
9;54;S2TN-VCH-501B;
9;55;S2TN-VCH-501A;
9;56;S2TS-VCH-512;
9;57;S2TS-VCH-514;
9;58;S2TN-VCH-503B;
9;59;S2TN-VCH-503A;
9;60;S2TN-VCH-505B;
9;61;S2TN-VCH-505A;
9;62;S2TS-VCH-516B;
9;63;S2TS-VCH-516A;
9;64;ICCO-VCH-607R;
9;65;ICCO-VCH-605R;
9;66;S2TN-VCH-509B;
9;67;S2TN-VCH-509A;
9;68;S2TS-VCH-518B;
9;69;S2TS-VCH-518A;
9;70;S2TS-VCH-520;
9;71;S2TN-VCH-601;
9;72;S2TS-VCH-602A;
9;73;S2TS-VCH-602B;
9;74;S2TN-VCH-603A;
9;75;S2TN-VCH-603B;
9;76;S2TS-VCH-604A;
9;77;S2TS-VCH-604B;
9;78;ICCP-VCH-702R;
9;79;ICCP-VCH-704R;
9;80;S2TS-VCH-606;
9;81;ICCP-VCH-706R;
9;82;S2TN-VCH-609;
9;83;S2TS-VCH-700A;
9;84;S2TS-VCH-700B;
9;85;IBTO-VCH-801R;
9;86;S2TS-VCH-708A;
9;87;S2TS-VCH-708B;
9;88;S2TN-VCH-701A;
9;89;S2TN-VCH-701B;
9;90;SBTP-VCH-802R;
9;91;S2TN-VCH-803;
9;92;S2TS-VCH-804A;
9;93;S2TS-VCH-804B;
9;94;S2TN-VCH-805A;
9;95;S2TN-VCH-805B;
9;96;S2TS-VCH-800A;
9;97;S2TS-VCH-800B;
9;98;S2TN-VCH-807A;
9;99;S2TN-VCH-807B;
9;2401;CT02-VAX-202;
9;2402;CT02-VAX-204A;
9;2403;CT02-VAX-204B;
9;2404;CT02-VAX-206;
9;2405;CT02-VAX-208A;
9;2406;CT02-VAX-208B;
9;2407;CT04-VAX-401;
9;2408;CT04-VAX-402;
9;2409;CT04-VAX-403A;
9;2410;CT04-VAX-403B;
9;2411;CT04-VAX-404A;
9;2412;CT04-VAX-404B;
9;2413;CT05-VAX-501;
9;2414;CT05-VAX-502;
9;2415;CT05-VAX-503A;
9;2416;CT05-VAX-503B;
9;2417;CT05-VAX-504A;
9;2418;CT05-VAX-504B;
9;2419;CT06-VAX-601;
9;2420;CT06-VAX-602;
9;2421;CT06-VAX-603A;
9;2422;CT06-VAX-603B;
9;2423;CT06-VAX-604A;
9;2424;CT06-VAX-604B;
9;2425;CT07-VAX-701;
9;2426;CT07-VAX-702;
9;2427;CT07-VAX-703A;
9;2428;CT07-VAX-703B;
9;2429;CT07-VAX-704A;
9;2430;CT07-VAX-704B;
9;2431;CT08-VAX-801A;
9;2432;CT08-VAX-801B;
9;2433;CT08-VAX-802A;
9;2434;CT08-VAX-802B;
9;2435;CT08-VAX-802C;
11;01;ICEO-SOS-001;
11;02;ICEP-SOS-001;
11;03;IVEN-SOS-001;
11;04;S1TS-SOS-001;
11;06;S1TN-SOS-002;
11;07;S1TN-SOS-001;
11;08;S1TS-CAB-001;
11;09;S1TS-CAB-002;
11;10;S1TS-CAB-003;
11;11;S1TS-CAB-004;
11;12;S1TS-CAB-005;
11;13;S1TS-CAB-006;
11;14;S1TS-CAB-007;
11;15;SCNO-CAB-001;
11;16;1ES0-CAB-001;
11;17;1E01-CAB-001;
11;18;1E02-CAB-001;
11;19;1E03-CAB-001;
11;20;S1TS-CAB-008;
11;21;S1TS-CAB-009;
11;22;S1TS-CAB-010;
11;23;S1TS-CAB-011;
11;24;S1TS-CAB-012;
11;25;S1TS-CAB-013;
11;26;SCNO-CAB-002;
11;27;1ER1-CAB-001;
11;28;1ER2-CAB-001;
11;29;SCNO-CAB-003;
11;30;SCNO-CAB-004;
11;31;SCNO-CAB-005;
11;32;SCNO-CAB-006;
11;33;1E04-CAB-001;
11;34;1E05-CAB-001;
11;35;S1TS-CAB-014;
11;36;S1TS-CAB-015;
11;37;S1TS-CAB-016;
11;38;S1TS-CAB-017;
11;39;S1TS-CAB-018;
11;40;S1TS-CAB-019;
11;41;S1TS-CAB-020;
11;42;1ES1-CAB-001;
11;43;SAEB-CAB-001;
11;44;1E06-CAB-001;
11;45;1E07-CAB-001;
11;46;1E08-CAB-001;
11;47;S1TN-CAB-005;
11;48;S1TN-CAB-004;
11;49;S1TN-CAB-003;
11;50;S1TN-CAB-002;
11;51;S1TN-CAB-001;
11;52;S1TS-CAB-021;
11;53;S1TS-CAB-022;
11;54;S1TS-CAB-023;
11;55;S1TS-CAB-024;
11;56;S1TS-CAB-025;
11;57;S1TS-CAB-026;
11;58;S1TS-CAB-027;
11;59;SAEB-CAB-002;
11;60;SIGO-CAB-001;
11;61;SIGO-CAB-002;
11;62;1ES2-CAB-001;
11;63;1ES3-CAB-002;
11;64;1ES3-CAB-001;
11;65;1ES4-CAB-001;
11;66;1ES4-CAB-002;
11;67;INKO-CAB-001;
11;68;SNKP-CAB-001;
11;69;SMPN-CAB-001;
11;70;INKO-CAB-002;
11;71;SICO-CAB-001;
11;72;SMPS-CAB-001;
11;73;SNKO-CAB-001;
11;74;SNKP-CAB-002;
11;75;SMPN-CAB-002;
11;76;SAPR-CAB-001;
11;77;SICO-CAB-002;
11;78;SMPS-CAB-002;
11;79;SNKO-CAB-002;
11;80;SMPN-CAB-003;
11;81;ICNP-CAB-001;
11;82;SAPR-CAB-002;
11;83;INKP-SOS-001;
11;84;SICO-CAB-003;
11;86;2E10-CAB-003;
11;87;ICNP-CAB-002;
11;88;INKP-CAB-001;
11;89;SMPN-CAB-004;
11;91;ICNP-CAB-003;
11;92;INKP-CAB-002;
11;94;ICNP-CAB-004;
11;95;INKP-CAB-003;
11;96;ICNP-CAB-005;
11;97;INKP-CAB-004;
11;98;INKP-CAB-005;
11;99;INKP-CAB-006;
11;100;INKP-CAB-007;
11;101;SVIP-CAB-001;
11;102;SVIP-CAB-002;
11;103;IVIP-SOS-001;
11;104;IVIP-CAB-001;
11;105;IVIP-CAB-002;
11;106;S2TS-CAB-001;
11;107;S2TN-CAB-048;
11;108;2E03-CAB-001;
11;109;2E03-CAB-002;
11;110;S2TS-CAB-002;
11;111;S2TN-CAB-047;
11;112;2E04-CAB-001;
11;113;2E04-CAB-002;
11;114;S2TS-CAB-003;
11;115;S2TN-CAB-046;
11;116;S2TS-CAB-004;
11;117;S2TN-CAB-045;
11;118;S2TS-CAB-005;
11;119;S2TN-CAB-044;
11;120;2E05-CAB-001;
11;121;2E05-CAB-002;
11;122;S2TS-CAB-006;
11;123;IPRO-SOS-001;
11;124;S2TN-CAB-043;
11;125;S2TS-CAB-007;
11;126;2E06-CAB-001;
11;127;2E06-CAB-002;
11;128;IPRO-CAB-001;
11;129;S2TN-CAB-042;
11;130;S2TS-CAB-008;
11;131;S2TN-CAB-041;
11;132;S2TS-CAB-009;
11;133;S2TS-CAB-010;
11;134;S2TN-CAB-040;
11;135;2E07-CAB-001;
11;136;2E07-CAB-002;
11;137;S2TN-CAB-039;
11;138;S2TS-CAB-011;
11;139;S2TS-CAB-012;
11;140;S2TN-CAB-038;
11;141;2E08-CAB-001;
11;142;2E08-CAB-002;
11;143;S2TN-CAB-037;
11;144;S2TS-CAB-013;
11;145;2E09-CAB-001;
11;146;2E09-CAB-002;
11;147;S2TN-CAB-036;
11;148;S2TS-CAB-014;
11;149;S2TN-CAB-035;
11;150;S2TS-CAB-015;
11;151;S2TN-CAB-034;
11;152;S2TS-CAB-016;
11;153;2E10-CAB-001;
11;154;2E10-CAB-002;
11;155;ICCO-SOS-001;
11;156;S2TN-CAB-033;
11;157;S2TS-CAB-017;
11;158;2E11-CAB-001;
11;159;2E11-CAB-002;
11;160;ICCO-CAB-001;
11;161;S2TS-CAB-018;
11;162;S2TN-CAB-032;
11;163;ICCO-CAB-002;
11;164;S2TN-CAB-031;
11;165;S2TS-CAB-019;
11;166;S2TN-CAB-030;
11;167;S2TS-CAB-020;
11;168;2E12-CAB-001;
11;169;2E12-CAB-002;
11;170;S2TN-CAB-029;
11;171;S2TS-CAB-021;
11;172;2E13-CAB-001;
11;173;2E13-CAB-002;
11;174;S2TN-CAB-028;
11;175;S2TS-CAB-022;
11;176;S2TN-CAB-027;
11;177;S2TS-CAB-023;
11;178;S2TS-CAB-024;
11;179;S2TN-CAB-026;
11;180;2E14-CAB-001;
11;181;2E14-CAB-002;
11;182;S2TN-CAB-025;
11;183;S2TS-CAB-025;
11;184;2E15-CAB-001;
11;185;2E15-CAB-002;
11;186;S2TN-CAB-024;
11;187;S2TS-CAB-026;
11;188;ICCP-SOS-001;
11;189;S2TN-CAB-023;
11;190;S2TS-CAB-027;
11;191;ICCP-CAB-001;
11;192;2E16-CAB-001;
11;193;2E16-CAB-002;
11;194;S2TS-CAB-028;
11;195;S2TN-CAB-022;
11;196;ICCP-CAB-002;
11;197;S2TN-CAB-021;
11;198;S2TS-CAB-029;
11;199;2E17-CAB-001;
11;200;2E17-CAB-002;
11;201;ICCP-CAB-003;
11;202;S2TN-CAB-020;
11;203;S2TS-CAB-030;
11;204;S2TN-CAB-019;
11;205;S2TS-CAB-031;
11;206;2E18-CAB-001;
11;207;2E18-CAB-002;
11;208;S2TN-CAB-018;
11;209;S2TS-CAB-032;
11;210;S2TN-CAB-017;
11;211;S2TS-CAB-033;
11;212;2E19-CAB-001;
11;213;2E19-CAB-002;
11;214;S2TN-CAB-016;
11;215;S2TS-CAB-034;
11;216;S2TN-CAB-015;
11;217;S2TS-CAB-035;
11;218;2E20-CAB-001;
11;219;2E20-CAB-002;
11;220;S2TN-CAB-014;
11;221;S2TS-CAB-036;
11;222;S2TN-CAB-013;
11;223;S2TS-CAB-037;
11;224;IBTO-SOS-001;
11;225;2E21-CAB-001;
11;226;2E21-CAB-002;
11;227;IBTO-CAB-002;
11;228;S2TN-CAB-012;
11;229;S2TS-CAB-038;
11;230;IBTO-CAB-001;
11;231;S2TN-CAB-011;
11;232;S2TS-CAB-039;
11;233;2E22-CAB-001;
11;235;2E23-CAB-001;
11;237;S2TN-CAB-010;
11;238;S2TS-CAB-040;
11;239;2E24-CAB-001;
11;240;2E24-CAB-002;
11;241;S2TN-CAB-009;
11;242;S2TS-CAB-041;
11;243;S2TS-CAB-042;
11;244;S2TN-CAB-008;
11;245;2E25-CAB-001;
11;246;2E25-CAB-002;
11;247;S2TN-CAB-007;
11;248;S2TS-CAB-043;
11;251;S2TN-CAB-006;
11;252;S2TS-CAB-044;
11;255;S2TN-CAB-005;
11;256;S2TS-CAB-045;
11;257;S2TN-CAB-004;
11;258;S2TS-CAB-046;
11;259;2E28-CAB-001;
11;260;2E28-CAB-002;
11;261;SBTP-CAB-001;
11;262;S2TN-CAB-003;
11;263;S2TS-CAB-047;
11;264;SBTP-CAB-002;
11;265;S2TN-CAB-002;
11;266;S2TS-CAB-048;
11;267;2E29-CAB-001;
11;268;2E29-CAB-002;
11;269;SBTP-CAB-003;
11;270;S2TN-CAB-001;
11;271;S2TS-CAB-049;
11;272;SBTP-CAB-004;
11;273;SMPN-CAB-005;
11;274;SNUK-CAB-001;
11;275;SNUK-CAB-002;
11;276;2E21-CAB-003;
11;277;2E21-CAB-004;
11;278;SICO-CAB-004;
12;1;S1TS-LUX-001;
12;2;S1TS-LUX-002;
12;3;INKP-LUX-001;
12;4;S2TN-LUX-001;
12;5;IPRO-LUX-001;
12;6;S2TS-LUX-001;
12;7;S2TS-LUX-002;
12;8;S2TS-LUX-003;
12;9;ICCP-LUX-001;
12;10;S2TN-LUX-002;
12;11;S2TN-LUX-003;
12;12;IBTO-LUX-001;
13;1;ICEO-SEM-001;
13;2;ICEP-SEM-001;
13;3;IVEN-SEM-001;
13;4;S1TS-SEM-001;
13;6;S1TS-SEM-003;
13;7;INKP-SEM-002;
13;8;IVIP-SEM-001;
13;9;IPRO-SEM-001;
13;10;ICCO-SEM-001;
13;11;ICCP-SEM-001;
13;12;IBTO-SEM-001;
14;1;S1TS-LUM-001;
14;2;INKP-LUM-001;
14;3;IVIP-LUM-001;
14;4;IPRO-LUM-001;
14;5;ICCO-LUM-001;
14;6;ICCP-LUM-001;
14;7;IBTO-LUM-001;
15;1;IBTO-ZON-001;
15;2;IBTO-ZON-002;
15;3;IBTO-ZON-003;
15;4;ICCO-ZON-001;
15;5;ICCO-ZON-002;
15;6;ICCP-ZON-001;
15;7;ICCP-ZON-002;
15;8;ICCP-ZON-003;
15;9;ICNP-ZON-001;
15;10;ICNP-ZON-002;
15;11;ICNP-ZON-003;
15;12;ICNP-ZON-004;
15;13;ICNP-ZON-005;
15;14;ICNP-ZON-006;
15;15;INKO-ZON-001;
15;16;INKO-ZON-002;
15;17;INKP-ZON-001;
15;18;INKP-ZON-002;
15;19;INKP-ZON-003;
15;20;INKP-ZON-004;
15;21;INKP-ZON-005;
15;22;INKP-ZON-006;
15;23;INKP-ZON-007;
15;24;INKP-ZON-008;
15;25;IPRO-ZON-001;
15;26;IVIP-ZON-001;
15;27;IVIP-ZON-002;
15;28;IVIP-ZON-003;
15;29;S1TN-ZON-001;
15;30;S1TN-ZON-002;
15;31;S1TN-ZON-003;
15;32;S1TN-ZON-004;
15;33;S1TN-ZON-005;
15;34;S1TS-ZON-001;
15;35;S1TS-ZON-002;
15;36;S1TS-ZON-003;
15;37;S1TS-ZON-004;
15;38;S1TS-ZON-005;
15;39;S1TS-ZON-006;
